id,title,handle,url,category,family,product_type,price_min,price_max,in_stock,n_variants,connectivity,layout,hotswap,qmk_via,magnetic_HE,low_profile,keycap_material,keycap_profile,case_material,knob,published
8170195222617,Keychron 2-in-1 Switch and Keycap Puller,keychron-2-in-1-switch-and-keycap-puller,https://www.keychron.com/products/keychron-2-in-1-switch-and-keycap-puller,其它 Others,—,Z-Others,13.99,13.99,在售,1,,,,,,,,,,,2026-04-03
8176304750681,Keychron J8 HE 8K Magnetic Switch Keyboard,keychron-j8-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-j8-he-8k-magnetic-switch-keyboard,键盘 Keyboards,其它/未识别,Custom Keyboards,99.99,99.99,售罄,1,wired,75%,Yes,Yes,Yes,,Double-shot PBT,Cherry Profile,,,2026-04-01
8126040113241,Keychron P6 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-p6-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-p6-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,其它/未识别,Custom Keyboards,199.99,199.99,在售,3,wireless,100%,Yes,Yes,,,,Cherry Profile,All-metal,Yes,2026-03-31
7460559028313,Keychron Silicone Palm Rest,keychron-silicone-palm-rest,https://www.keychron.com/products/keychron-silicone-palm-rest,配件 Accessories,—,Z-Others,9.99,19.99,在售,24,,,,,,,,,,,2026-03-27
8175020834905,Keychron K3 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-k3-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-k3-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,109.99,109.99,在售,15,wireless,75%,Yes,Yes,,Yes,,Low Profile,,,2026-03-23
8175003598937,Keychron K3 HE Wireless Magnetic Switch Custom Keyboard,keychron-k3-he-wireless-magnetic-switch-custom-keyboard,https://www.keychron.com/products/keychron-k3-he-wireless-magnetic-switch-custom-keyboard,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,119.99,119.99,在售,5,wireless,75%,Yes,Yes,Yes,Yes,,LSA Profile (Low Profile),,,2026-03-23
8132298375257,Keychron Ultra-Fast Lime Magnetic Switch,keychron-ultra-fast-lime-magnetic-switch,https://www.keychron.com/products/keychron-ultra-fast-lime-magnetic-switch,轴体 Switches,—,Switches,29.99,29.99,在售,4,,,,,Yes,,,,,,2026-03-20
8135808483417,Keychron C0 HE One Handed Magnetic Switch Gaming Keyboard,keychron-c0-he-one-handed-magnetic-switch-gaming-keyboard,https://www.keychron.com/products/keychron-c0-he-one-handed-magnetic-switch-gaming-keyboard,键盘 Keyboards,C 系列(有线入门),Custom Keyboards,59.99,59.99,在售,1,wired,,Yes,,Yes,,Double-shot ABS,Normal Profile,Plastic,,2026-03-12
8130054520921,Keychron V6 8K QMK Wired Custom Mechanical Keyboard,keychron-v6-8k-qmk-wired-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v6-8k-qmk-wired-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Wired Keyboards,84.99,84.99,在售,3,wired,100%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2026-03-10
8134588235865,Keychron V5 8K QMK Wired Custom Mechanical Keyboard,keychron-v5-8k-qmk-wired-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v5-8k-qmk-wired-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Wired Keyboards,84.99,84.99,在售,3,wired,96%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2026-03-10
8134395723865,Keychron V3 8K QMK Wired Custom Mechanical Keyboard,keychron-v3-8k-qmk-wired-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v3-8k-qmk-wired-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Wired Keyboards,74.99,74.99,在售,3,wired,80%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2026-03-10
8132229103705,Keychron Q13 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-q13-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q13-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,249.99,249.99,在售,6,wireless,96%,Yes,,,,,Normal Profile,All-metal,Yes,2026-03-05
8125936992345,Keychron Q5 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-q5-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q5-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,239.99,239.99,在售,6,wireless,96%,Yes,,,,,Normal Profile,All-metal,Yes,2026-03-05
8128636223577,Keychron Q5 HE 8K Magnetic Switch Keyboard,keychron-q5-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-q5-he-8k-magnetic-switch-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,239.99,239.99,在售,2,wired,,Yes,,Yes,,,Normal Profile,All-metal,Yes,2026-03-05
8100148609113,Keychron R5 QMK Wireless Mechanical Keyboard,keychron-r5-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-r5-qmk-wireless-mechanical-keyboard,键盘 Keyboards,其它/未识别,Custom Keyboards,89.99,89.99,在售,3,wireless,96%,Yes,Yes,,,,Normal Profile,,,2026-03-05
8132349984857,Keychron J2 HE 8K Magnetic Switch Keyboard,keychron-j2-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-j2-he-8k-magnetic-switch-keyboard,键盘 Keyboards,其它/未识别,Custom Keyboards,99.99,99.99,售罄,1,wired,75%,Yes,Yes,Yes,,,Cherry Profile,,,2026-03-04
8111350120537,Keychron B11 Pro Ultra-Slim Wireless Foldable Keyboard,keychron-b11-pro-ultra-slim-wireless-foldable-keyboard,https://www.keychron.com/products/keychron-b11-pro-ultra-slim-wireless-foldable-keyboard,键盘 Keyboards,B 系列(超薄预算),Slim Keyboards,64.99,64.99,在售,1,wireless,,,,,Yes,ABS,,,,2026-03-03
8121073238105,Keychron V0 Ultra 8K Wireless Custom Number Pad,keychron-v0-ultra-8k-wireless-custom-number-pad,https://www.keychron.com/products/keychron-v0-ultra-8k-wireless-custom-number-pad,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,69.99,69.99,在售,3,wireless,,Yes,,,,,Normal Profile,Plastic,Yes,2026-02-26
8119628628057,Keychron V10 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-v10-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v10-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,124.99,124.99,在售,3,wireless,75%,Yes,,,,,Normal Profile,Plastic,Yes,2026-02-26
8097541488729,Keychron K2 HE Wireless Magnetic Switch Custom Keyboard - Resin Edition,keychron-k2-he-wireless-magnetic-switch-custom-keyboard-resin-edition,https://www.keychron.com/products/keychron-k2-he-wireless-magnetic-switch-custom-keyboard-resin-edition,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,199.99,199.99,在售,1,wireless,75%,Yes,Yes,Yes,,,Normal Profile,,,2026-02-24
8091458830425,Keychron K2 HE Wireless Magnetic Switch Custom Keyboard - Concrete Edition,keychron-k2-he-wireless-magnetic-switch-custom-keyboard-concrete-edition,https://www.keychron.com/products/keychron-k2-he-wireless-magnetic-switch-custom-keyboard-concrete-edition,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,199.99,199.99,在售,1,wireless,75%,Yes,Yes,Yes,,,Normal Profile,,,2026-02-24
8121782829145,Bio-Individual - Nuclear Power Shine-through Dye-Sub PBT Full Keycap Set,bio-individual-nuclear-power-shine-through-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/bio-individual-nuclear-power-shine-through-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,49.99,49.99,售罄,1,,96%,,,,,Dye-Sub PBT,Cherry Profile,,,2026-02-12
8121778012249,Arsenal - Nuclear Power Shine-through Dye-Sub PBT Full Keycap Set,arsenal-nuclear-power-shine-through-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/arsenal-nuclear-power-shine-through-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,49.99,49.99,售罄,1,,96%,,,,,Dye-Sub PBT,Cherry Profile,,,2026-02-12
8075129028697,Keychron K4 Max QMK Wireless Mechanical Keyboard ISO Layout Collection,keychron-k4-max-qmk-wireless-mechanical-keyboard-iso-layout-collection,https://www.keychron.com/products/keychron-k4-max-qmk-wireless-mechanical-keyboard-iso-layout-collection,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,119.99,119.99,在售,6,wireless,96%,Yes,Yes,,,,Normal Profile,,,2026-02-03
8130077982809,Keychron Silicone Palm Rest - Low Profile,keychron-silicone-palm-low-profile,https://www.keychron.com/products/keychron-silicone-palm-low-profile,配件 Accessories,—,Z-Others,12.99,14.99,售罄,7,,,,,,Yes,,,,,2026-02-02
8127016271961,Keychron C4 HE 8K Magnetic Switch Keyboard,keychron-c4-he-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-c4-he-magnetic-switch-keyboard,键盘 Keyboards,C 系列(有线入门),Custom Keyboards,99.99,99.99,售罄,1,wired,100%,Yes,Yes,Yes,,,Cherry Profile,,,2026-01-28
8098846244953,Keychron V6 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-v6-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v6-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,119.99,119.99,在售,3,wireless,100%,Yes,,,,,Normal Profile,Plastic,Yes,2026-01-27
8083543588953,Keychron V1 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-v1-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v1-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,114.99,114.99,在售,3,wireless,75%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2026-01-22
8091390771289,Keychron V5 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-v5-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v5-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,119.99,119.99,在售,3,wireless,96%,Yes,Yes,,,,Normal Profile,All-metal,Yes,2026-01-22
8091419934809,Keychron V3 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-v3-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v3-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Custom Keyboards,114.99,114.99,在售,3,wireless,80%,Yes,Yes,,,,Normal Profile,,Yes,2026-01-22
8089941868633,Keychron Q0 HE QMK Wireless Custom Number Pad,keychron-q0-he-qmk-wireless-custom-number-pad,https://www.keychron.com/products/keychron-q0-he-qmk-wireless-custom-number-pad,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,139.99,139.99,在售,2,wireless,,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2026-01-20
8091446247513,Keychron B31 Wireless Keyboard,keychron-b31-wireless-keyboard,https://www.keychron.com/products/keychron-b31-wireless-keyboard,键盘 Keyboards,B 系列(超薄预算),Custom Keyboards,34.99,34.99,在售,1,wireless,75%,,,,,ABS,,Plastic,,2026-01-20
8089940394073,Keychron K3 Max QMK Wireless Custom Mechanical Keyboard - All-Wood Special Edition,keychron-k3-max-qmk-via-wireless-custom-mechanical-keyboard-all-wood-special-edition,https://www.keychron.com/products/keychron-k3-max-qmk-via-wireless-custom-mechanical-keyboard-all-wood-special-edition,键盘 Keyboards,K 系列(主力无线),Slim Keyboards,124.99,124.99,在售,2,wireless,75%,Yes,Yes,,Yes,,Low Profile,,,2026-01-15
8096226574425,Keychron R6 QMK Wireless Mechanical Keyboard,keychron-r6-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-r6-qmk-wireless-mechanical-keyboard,键盘 Keyboards,其它/未识别,Custom Keyboards,94.99,94.99,售罄,3,wireless,100%,Yes,Yes,,,,Normal Profile,,,2026-01-14
8072454340697,Lemokey P3 HE Wireless Magnetic Switch Custom Gaming Keyboard,lemokey-p3-he-wireless-magnetic-switch-custom-gaming-keyboard,https://www.keychron.com/products/lemokey-p3-he-wireless-magnetic-switch-custom-gaming-keyboard,键盘 Keyboards,Lemokey(游戏子品牌),Custom Keyboards,169.99,169.99,在售,3,wireless,80%,Yes,Yes,Yes,,,Normal Profile,All-metal,Yes,2026-01-13
8063171592281,Keychron V1 8K QMK Wired Custom Mechanical Keyboard,keychron-v1-8k-qmk-wired-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-v1-8k-qmk-wired-custom-mechanical-keyboard,键盘 Keyboards,V 系列(平价客制),Wired Keyboards,74.99,74.99,在售,3,wired,75%,Yes,Yes,,,,Normal Profile,Plastic,Yes,2026-01-08
8078635139161,Keychron Q3 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-q3-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q3-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,6,wireless,80%,Yes,Yes,,,,KSA Profile,All-metal,Yes,2026-01-06
8078475526233,Keychron Q6 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-q6-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q6-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,239.99,239.99,在售,6,wireless,100%,Yes,,,,,Normal Profile,All-metal,Yes,2026-01-06
8079704784985,Keychron Q1 Ultra 8K Wireless Custom Mechanical Keyboard,keychron-q1-ultra-8k-wireless-custom-mechanical-keyboard,https://www.keychron.com/products/keychron-q1-ultra-8k-wireless-custom-mechanical-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,6,wireless,75%,Yes,,,,,Normal Profile,All-metal,Yes,2026-01-06
7983108849753,warehouse test,warehouse-test,https://www.keychron.com/products/warehouse-test,其它 Others,—,(空白),0.02,0.02,售罄,1,,,,,,,,,,,2025-12-31
7772298575961,Lemokey G2 Wireless Mouse,lemokey-g2-wireless-mouse,https://www.keychron.com/products/lemokey-g2-wireless-mouse,鼠标 Mice,M 系列(鼠标),Mice,59.99,59.99,售罄,2,,,,,,,,,,,2025-12-12
8062830575705,Keychron B35 Wireless Keyboard,keychron-b35-wireless-keyboard,https://www.keychron.com/products/keychron-b35-wireless-keyboard,键盘 Keyboards,B 系列(超薄预算),Custom Keyboards,39.99,39.99,在售,1,wireless,96%,,,,,ABS,,Plastic,,2025-12-11
8051827245145,Keychron Q2 HE 8K Magnetic Switch Keyboard,keychron-q2-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-q2-he-8k-magnetic-switch-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,2,wired,65%,Yes,Yes,Yes,,Double-shot PBT,OSA Profile,,,2025-12-11
8051827114073,Keychron Q1 HE 8K Magnetic Switch Keyboard,keychron-q1-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-q1-he-8k-magnetic-switch-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,2,wired,75%,Yes,Yes,Yes,,Double-shot PBT,OSA Profile,,,2025-12-09
8049325113433,Keychron K2 HE Wireless Magnetic Switch Custom Keyboard - All-Wood Special Edition,keychron-k2-he-wireless-magnetic-switch-custom-keyboard-all-wood-special-edition,https://www.keychron.com/products/keychron-k2-he-wireless-magnetic-switch-custom-keyboard-all-wood-special-edition,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,199.99,199.99,在售,1,wireless,75%,Yes,Yes,Yes,,,Normal Profile,,,2025-12-04
8014323023961,Merchants Special Purchase-6,merchants-special-purchase-6,https://www.keychron.com/products/merchants-special-purchase-6,其它 Others,—,(空白),14.99,239.99,在售,100,,,,,,,,,,,2025-12-03
7977147891801,Merchants Special Purchase-5,merchants-special-purchase-5,https://www.keychron.com/products/merchants-special-purchase-5,其它 Others,—,(空白),14.99,249.99,在售,98,,,,,,,,,,,2025-12-03
7965146480729,Merchants Special Purchase-4,merchants-special-purchase-4,https://www.keychron.com/products/merchants-special-purchase-4,其它 Others,—,(空白),59.99,239.99,售罄,96,,,,,,,,,,,2025-12-03
7937883865177,Merchants Special Purchase-3,merchants-special-purchase-3,https://www.keychron.com/products/merchants-special-purchase-3,其它 Others,—,(空白),34.99,337.99,售罄,96,,,,,,,,,,,2025-12-03
7820525797465,Merchants Special Purchase-2,merchants-special-purchase-2,https://www.keychron.com/products/merchants-special-purchase-2,其它 Others,—,(空白),39.99,139.99,在售,86,,,,,,,,,,,2025-12-03
7701736423513,Merchants Special Purchase,merchants-special-purchase,https://www.keychron.com/products/merchants-special-purchase,其它 Others,—,(空白),49.99,219.99,在售,98,,,,,,,,,,,2025-12-03
8073653813337,Merchants Special Purchase-7,merchants-special-purchase-7,https://www.keychron.com/products/merchants-special-purchase-7,其它 Others,—,(空白),14.99,249.99,在售,58,,,,,,,,,,,2025-11-28
8016555573337,Keychron Q3 HE 8K Magnetic Switch Keyboard,keychron-q3-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-q3-he-8k-magnetic-switch-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,229.99,229.99,在售,2,wired,,Yes,Yes,Yes,,Double-shot PBT,Normal Profile,All-metal,Yes,2025-11-18
8021412937817,Keychron Q6 HE 8K Magnetic Switch Keyboard,keychron-q6-he-8k-magnetic-switch-keyboard,https://www.keychron.com/products/keychron-q6-he-8k-magnetic-switch-keyboard,键盘 Keyboards,Q 系列(旗舰客制),Custom Keyboards,239.99,239.99,在售,2,wired,,Yes,,Yes,,Dye-Sub PBT,Normal Profile,All-metal,Yes,2025-11-18
8005480349785,Blue Planet - Cherry Profile Dye-Sub PBT Full Keycap Set,blue-planet-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/blue-planet-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2025-11-12
8020086227033,Keychron B1 Pro Keyboard and BM24 Mouse Wireless Combo,keychron-b1-pro-keyboard-and-bm24-mouse-wireless-combo,https://www.keychron.com/products/keychron-b1-pro-keyboard-and-bm24-mouse-wireless-combo,鼠标 Mice,M 系列(鼠标),Custom Keyboards,54.99,54.99,售罄,1,wireless,75%,,,,,ABS,,Plastic,,2025-10-17
8028912255065,Keychron Coiled Aviator Cable 8K,keychron-coiled-aviator-cable-8k,https://www.keychron.com/products/keychron-coiled-aviator-cable-8k,配件 Accessories,—,Z-Others,19.99,19.99,售罄,18,,,,,,,,,,,2025-10-09
8028948955225,Keychron Double-Sleeved Geek Cable 8K,keychron-double-sleeved-geek-cable-8k,https://www.keychron.com/products/keychron-double-sleeved-geek-cable-8k,配件 Accessories,—,Z-Others,14.99,14.99,在售,4,,,,,,,,,,,2025-10-09
4763395063897,Keychron Resin Wooden Palm Rest,keychron-resin-and-wood-palm-rest,https://www.keychron.com/products/keychron-resin-and-wood-palm-rest,配件 Accessories,—,Z-Others,39.99,49.99,售罄,3,,,,,,,,,,,2025-09-25
8028873195609,Keychron K8 HE Wireless Magnetic Switch Custom Keyboard (Japan JIS Layout),keychron-k8-he-wireless-magnetic-switch-custom-keyboard-japan-jis-layout,https://www.keychron.com/products/keychron-k8-he-wireless-magnetic-switch-custom-keyboard-japan-jis-layout,键盘 Keyboards,K 系列(主力无线),Custom Keyboards,139.99,139.99,在售,2,wireless,80%,Yes,Yes,Yes,,,Normal Profile,,Yes,2025-09-25
8004836032601,Binary - Cherry Profile Dye-Sub PBT Full Keycap Set,binary-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/binary-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2025-09-20
8005686919257,Renaissance - Cherry Profile Dye-Sub PBT Full Keycap Set,renaissance-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/renaissance-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2025-09-20
8009469755481,The Maps - Cherry Profile Dye-Sub PBT Full Keycap Set,the-maps-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/the-maps-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2025-09-20
8005760974937,Poster - Cherry Profile Dye-Sub PBT Full Keycap Set,poster-cherry-profile-dye-sub-pbt-full-keycap-set,https://www.keychron.com/products/poster-cherry-profile-dye-sub-pbt-full-keycap-set,键帽 Keycaps,—,Keycaps,39.99,39.99,在售,1,,Other Layout,,,,,Dye-Sub PBT,Cherry Profile,,,2025-09-13
8004643651673,Keychron B3 Pro Ultra-Slim Wireless Keyboard,keychron-b3-pro-ultra-slim-wireless-keyboard,https://www.keychron.com/products/keychron-b3-pro-ultra-slim-wireless-keyboard,键盘 Keyboards,B 系列(超薄预算),Slim Keyboards,34.99,34.99,在售,2,wireless,75%,,,,Yes,ABS,,,,2025-09-12
8012410388569,Keychron J1 QMK Wireless Mechanical Keyboard,keychron-j1-qmk-wireless-mechanical-keyboard,https://www.keychron.com/products/keychron-j1-qmk-wireless-mechanical-keyboard,键盘 Keyboards,其它/未识别,Custom Keyboards,59.99,69.99,在售,14,wireless,75%,Yes,Yes,,Yes,,,,,2025-09-11
